Sample number;Sampling year;Rock description;Link to report;Collector;Batch;Longitude;Latitude;Laboratory;Treatment year;Sample preparation abbr;Analytical method abbr;SiO2 wt%;TiO2 wt%;Al2O3 wt%;Fe2O3 wt%;Fe2O3 wt%;FeO wt%;MnO wt%;MgO wt%;CaO wt%;Na2O wt%;K2O wt%;P2O5 wt%;C wt%;Li ppm;Be ppm;B ppm;S ppm;Cl wt%;Sc ppm;V ppm;Cr ppm;Co ppm;Ni ppm;Cu ppm;Zn ppm;Ga ppm;Ge ppm;As ppm;Se ppm;Br ppm;Rb ppm;Sr ppm;Y ppm;Zr ppm;Nb ppm;Mo ppm;Ru ppb;Rh ppb;Pd ppb;Ag ppm;Cd ppm;In ppm;Sn ppm;Sb ppm;Te ppm;I ppm;Cs ppm;Ba ppm;La ppm;Ce ppm;Pr ppm;Nd ppm;Sm ppm;Eu ppm;Gd ppm;Tb ppm;Dy ppm;Ho ppm;Er ppm;Tm ppm;Yb ppm;Lu ppm;Hf ppm;Ta ppm;W ppm;Re ppb;Os ppb;Ir ppb;Pt ppb;Au ppb;Hg ppm;Tl ppm;Pb ppm;Bi ppm;Th ppm;U ppm
328146;1986;;Link;Marker, Mogens K.;7;-51.655978;64.836533;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;4.83;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328146;1986;;Link;Marker, Mogens K.;7;-51.655978;64.836533;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;1.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328146;1986;;Link;Marker, Mogens K.;7;-51.655978;64.836533;GEUS Rock Geochemical lab;;NAF;XRF;64.68;0.49;16.7;;1.94;;0.06;2.15;4.36;;0.88;0.29;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328146;1986;;Link;Marker, Mogens K.;7;-51.655978;64.836533;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343047;1986;;Link;Secher, Karsten;7;-48.17474;60.8657;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;2.94;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343047;1986;;Link;Secher, Karsten;7;-48.17474;60.8657;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;3.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343047;1986;;Link;Secher, Karsten;7;-48.17474;60.8657;GEUS Rock Geochemical lab;;NAF;XRF;51.78;0.63;13.36;;5.58;;0.16;9.8;8.45;;1.93;0.35;;;;;;;;234;779;;232;;85;;;;;;34;861;;0;;;;;;;;;;;;;;1556;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343047;1986;;Link;Secher, Karsten;7;-48.17474;60.8657;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257150;1984;Ultramafic dyke rock;Link;Larsen, Lotte Melchior;7;-45.19381;61.13977;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304232;1982;;Link;Nyegaard, Per;22;-45.39487;60.81284;Risø National Laboratory;1999;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;285;157;521;181;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304232;1982;;Link;Nyegaard, Per;18;-45.39487;60.81284;Risø National Laboratory;1999;NON;XPU;;0.8;;6.92;;;0.09;;4.65;;2.14;;;;;;;;;0;0;;48;420;49;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;;;
304232;1982;;Link;Nyegaard, Per;7;-45.39487;60.81284;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;6.32;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304232;1982;;Link;Nyegaard, Per;7;-45.39487;60.81284;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;2.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304232;1982;;Link;Nyegaard, Per;7;-45.39487;60.81284;GEUS Rock Geochemical lab;;NAF;XRF;55.01;0.89;16.27;;4.92;;0.11;1.22;4.43;;1.91;0.52;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304232;1982;;Link;Nyegaard, Per;7;-45.39487;60.81284;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305004;1982;;Link;Tukiainen, Tapani;22;-44.9639;61.21154;Risø National Laboratory;1999;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1276;166;1160;11591;5110;197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305004;1982;;Link;Tukiainen, Tapani;21;-44.9639;61.21154;Risø National Laboratory;1999;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;280
305004;1982;;Link;Tukiainen, Tapani;18;-44.9639;61.21154;Risø National Laboratory;1999;NON;XPU;;0.3;;4.32;;;0.15;;0.38;;4.91;;;;;;;;;0;0;;63;119;311;106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;363;;;
343272;1986;;Link;Secher, Karsten;55;-48.19454;60.96501;Bondar-Clegg and Co. Ltd.;1991;NON;INAA;;;;24.31;;;;;;;;;;;;;;;44;;480;120;160;;0;;;3;0;-1;170;;;-1;;0;;;;0;0;;-1;0;-1;;14;630;5;-1;;;-1;0;;0;;;;;0;-1;0;0;0;;;0;;7;;;;;0;0
304816;1982;;Link;Armour-Brown, Ashlyn;7;-45.14562;61.41609;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;4.02;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304816;1982;;Link;Armour-Brown, Ashlyn;7;-45.14562;61.41609;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;1.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304816;1982;;Link;Armour-Brown, Ashlyn;7;-45.14562;61.41609;GEUS Rock Geochemical lab;;NAF;XRF;68.28;0.5;14.59;;1.23;;0.05;0.41;1.44;;5.61;0.14;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304816;1982;;Link;Armour-Brown, Ashlyn;7;-45.14562;61.41609;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
404788;1993;low-grade metamorphic volcanic-sedimentary rock;Link;Stendal, Henrik;42;-45.053303;60.514263;Activation Laboratories Ltd.;1993;4AC;ICP;;0.2;12.83;;;;0.05;0.76;0.98;;4.59;0.04;;;0;;;;;17;;;16;10;24;;;;;;;145;5;;;-10000;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;0;;
404788;1993;low-grade metamorphic volcanic-sedimentary rock;Link;Stendal, Henrik;10;-45.053303;60.514263;Activation Laboratories Ltd.;1993;NON;INAA;;;;2.54;;;;;0;1.55;;;;;;;;;7.5;;31;4;0;;0;;;0;0;0;140;0;;;;2;;;;0;;;0;0.2;;;2;980;29;53;;22;3.5;0.5;;0;;;;;2.8;0.5;6;1.1;3;;;0;;0;0;;;;14;3.3
441022;1996;high-grade metamorphic fine-grained felsic rock;Link;Birkedal, Nikolai;42;-43.761021;60.562531;Activation Laboratories Ltd.;1996;4AC;ICP;;0.47;14.53;;;;0.03;1.39;1.53;;3.53;0.11;;;2;;;;;56;;;20;10;88;;;;;;;201;12;;;0;;;;0.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;0;;
361520;1990;sulphidic bt-gneiss/schist;Link;Steenfelt, Agnete;7;-49.93821;67.46826;GEUS Rock Geochemical lab;1990;NAF;XRF;66.51;0.67;14.53;;3.45;;0.07;2.58;2.25;;2.34;0.06;;;;;;;;87;69;;72;;87;;;;;;77;163;;130;;;;;;;;;;;;;;507;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361520;1990;sulphidic bt-gneiss/schist;Link;Steenfelt, Agnete;7;-49.93821;67.46826;GEUS Rock Geochemical lab;1990;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283634;1985;;Link;Garde, Adam A.;10;-52.371125;64.987761;Activation Laboratories Ltd.;1991;NON;INAA;;;;2.89;;;;;0;4.34;;;;;;;;;12;;15;41;0;;76;;;0;0;0;87;0;;;;0;;;;0;;;0;0;;;2;440;27;41;;18;2.8;0.5;;0.7;;;;;1.4;0.2;5;0;290;;;0;;0;0;;;;5.4;0
283634;1985;;Link;Garde, Adam A.;7;-52.371125;64.987761;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;4.32;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283634;1985;;Link;Garde, Adam A.;7;-52.371125;64.987761;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;1.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283634;1985;;Link;Garde, Adam A.;7;-52.371125;64.987761;GEUS Rock Geochemical lab;;NAF;XRF;69.95;0.36;15.29;;0.94;;0.07;1.02;2.64;;2.44;0.13;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283634;1985;;Link;Garde, Adam A.;7;-52.371125;64.987761;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353105;1987;;Link;Appel, Peter;7;-49.954702;64.723468;GEUS Rock Geochemical lab;1990;NAF;AAS;;;;;;;;;;1.56;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353105;1987;;Link;Appel, Peter;7;-49.954702;64.723468;GEUS Rock Geochemical lab;1990;NAF;TIT;;;;;;6.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353105;1987;;Link;Appel, Peter;7;-49.954702;64.723468;GEUS Rock Geochemical lab;1990;NAF;XRF;63.79;0.76;12.17;;2.45;;0.18;4.39;2.56;;2.88;0.12;;;;;;;;135;305;;189;;127;;;;;;321;127;;94;;;;;;;;;;;;;;444;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353105;1987;;Link;Appel, Peter;7;-49.954702;64.723468;GEUS Rock Geochemical lab;1990;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
413041;1994;high-grade metamorphic fine-grained felsic magmatic hypabyssal rock;Link;Thomassen, Bjørn;42;-44.785446;60.682224;Activation Laboratories Ltd.;1994;4AC;ICP;;0.02;14.27;;;;0.33;0.05;0.98;;0.64;0.05;;;4;;;;;2;;;8;62;78;;;;;;;148;13;;;-10000;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;0;;
413041;1994;high-grade metamorphic fine-grained felsic magmatic hypabyssal rock;Link;Thomassen, Bjørn;10;-44.785446;60.682224;Activation Laboratories Ltd.;1994;NON;INAA;;;;1.77;;;;;0;7.04;;;;;;;;;6.9;;9;0;0;;133;;;4.1;0;1.5;0;0;;;;3;;;;0;;;0;0.3;;;0;280;9.3;22;;9;2.7;0.2;;0.8;;;;;5.7;0.8;4;0;0;;;0;;0;0;;;;5.5;5.3
329882;1985;;Link;Appel, Peter;56;-51.604231;64.173883;Bondar-Clegg and Co. Ltd.;1991;PWD;XRF;;;;;;;;;;;;;;;;;;;;;-1;;;;;;-1;;;;-1;;;-1;-1;;;;;;;;4;-1;;;;-1;-1;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;-1;
329882;1985;;Link;Appel, Peter;55;-51.604231;64.173883;Bondar-Clegg and Co. Ltd.;1991;NON;INAA;;;;2.43;;;;;;0.51;;;;;;;;;-1;;0;0;0;;0;;;0;0;-1;-1;;;-1;;0;;;;0;0;;-1;0;-1;;-1;0;0;-1;;;-1;-1;;-1;;;;;-1;-1;19;0;0;;;0;;0;;;;;5.5;1.5
329882;1985;;Link;Appel, Peter;7;-51.604231;64.173883;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;0.19;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329882;1985;;Link;Appel, Peter;7;-51.604231;64.173883;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288839;1983;;Link;Secher, Karsten;61;-48.7795;61.45397;Risø National Laboratory;1991;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;59;14;34;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288839;1983;;Link;Secher, Karsten;62;-48.7795;61.45397;Risø National Laboratory;1991;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1
288839;1983;;Link;Secher, Karsten;66;-48.7795;61.45397;Technical Research Centre of Finland;1991;NON;INAA;;;;13.48;;;;;;1.94;;;;;;;;;45.9;;95.7;54.7;71.4;;157;;;173;;0.5;18.4;;;;;1.9;;;;;;;261;3.6;;;1;94.8;1.3;;;;0.8;;;;;;;;;0.4;;0.4;1.8;;;;;12.3;;;;;0.7;0.4
288839;1983;;Link;Secher, Karsten;66;-48.7795;61.45397;Technical Research Centre of Finland;1991;NON;UNK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288839;1983;;Link;Secher, Karsten;65;-48.7795;61.45397;Risø National Laboratory;1991;NON;XPU;;0.62;;13.31;;;0.22;;15.1;;0;;;;;;;;;74;186;;95;123;99;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;
341511;1987;;Link;Knudsen, Christian;55;-50.920655;69.875143;Bondar-Clegg and Co. Ltd.;1991;NON;INAA;;;;78.49;;;;;;0.26;;;;;;;;;0;;0;930;270;;30000;;;7;310;0;0;;;0;;6;;;;44;240;;0;3;0;;0;0;0;0;;;0.5;0;;0;;;;;0;0;0;0;27;;;0;;84;;;;;0;0
412974;1994;high-grade metamorphic medium-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;59;-45.00647;60.537384;Copenhagen University Geology;1995;PWD;XRF;;;;;;;;;;;;;;;;;;-1;33.3;217.4;533.3;49.5;174.7;0.8;221.1;24.5;-10000;;;-10000;197.8;367.4;21.9;101.6;8.7;-10000;;;;;;;-10000;;;-10000;-10000;1376.2;32.2;72.8;;40.9;;;;;;;;;;;;;-10000;;;;;;;;10.1;;3;
412974;1994;high-grade metamorphic medium-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;42;-45.00647;60.537384;Activation Laboratories Ltd.;1994;4AC;ICP;;1.05;17.69;;;;0.16;11.06;6.66;;3.76;0.47;;;0;;;;;154;;;204;2;196;;;;;;;352;17;;;-10000;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
412974;1994;high-grade metamorphic medium-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;10;-45.00647;60.537384;Activation Laboratories Ltd.;1994;NON;INAA;;;;13.95;;;;;7;1.31;;;;;;;;;36;;510;43;200;;333;;;4.1;0;1.3;190;1500;;;;0;;;;0;;;0;0.9;;;8;1500;33;79;;32;7.7;2.4;;0.7;;;;;2.4;0.4;3;0;-1;;;0;;18;0;;;;4.4;4.8
412974;1994;high-grade metamorphic medium-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;7;-45.00647;60.537384;GEUS Rock Geochemical lab;1994;NAF;AAS;;;;;;;;;;1.2;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412974;1994;high-grade metamorphic medium-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;7;-45.00647;60.537384;GEUS Rock Geochemical lab;1994;NAF;TIT;;;;;;9.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412974;1994;high-grade metamorphic medium-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;7;-45.00647;60.537384;GEUS Rock Geochemical lab;1994;NAF;XRF;42.8;1.2;17.86;;1.79;;0.19;9.69;7.43;;4.54;0.53;;;;;;;;196.6;397.2;;153.9;;214.9;;;;;;214.7;363;;116;;;;;;;;;;;;;;1154;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412974;1994;high-grade metamorphic medium-grained mafic magmatic plutonic rock;Link;Stendal, Henrik;7;-45.00647;60.537384;GEUS Rock Geochemical lab;1994;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288704;1983;;Link;Secher, Karsten;7;-48.42081;61.15449;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;0.18;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288704;1983;;Link;Secher, Karsten;7;-48.42081;61.15449;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;11.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288704;1983;;Link;Secher, Karsten;7;-48.42081;61.15449;GEUS Rock Geochemical lab;;NAF;XRF;37.05;2.94;7.19;;1.15;;0.18;14.31;7.84;;4.16;0.43;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288704;1983;;Link;Secher, Karsten;7;-48.42081;61.15449;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343092;1986;;Link;Secher, Karsten;7;-47.94435;61.06884;GEUS Rock Geochemical lab;;NAF;XRF;24.67;0.1;1.8;;0.66;;0.24;19.76;25.81;;0.03;0.09;;;;;;;;16;17;;10;;94;;;;;;4;163;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343092;1986;;Link;Secher, Karsten;7;-47.94435;61.06884;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
441041;1996;high-grade metamorphic fine-grained mafic rock;Link;Birkedal, Nikolai;42;-43.76334;60.58262;Activation Laboratories Ltd.;1996;4AC;ICP;;0.15;3.72;;;;0.11;6.91;3.72;;0.23;0;;;0;;;;;216;;;3379;7008;77;;;;;;;20;8;;;4;;;;3.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
441041;1996;high-grade metamorphic fine-grained mafic rock;Link;Birkedal, Nikolai;10;-43.76334;60.58262;Activation Laboratories Ltd.;1996;NON;INAA;;;;48.61;;;;;2.8;0.31;;;;;;;;;14;;120;600;2500;;0;;;65;28;0;0;0;;;;0;;;;0;;;0;0;;;2;220;1.7;0;;0;0.3;0.4;;0;;;;;0.7;0.1;1;0;0;;;0;;20;0;;;;0;0
441041;1996;high-grade metamorphic fine-grained mafic rock;Link;Birkedal, Nikolai;36;-43.76334;60.58262;Activation Laboratories Ltd.;1997;FA;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;32;;;;;;
348675;1991;medium-grained felsic siliceous subalkaline magmatic plutonic rock;Link;Kalsbeek, Feiko;9;-51.097638;69.766221;Copenhagen University Geology;1992;PWD;XRF;;;;;;;;;;;;;;;;;;;5.6;52.4;14.9;55.2;12.8;5.2;72.9;20.1;;;;;79.6;441.1;9;106.4;4.5;;;;;;;;;;;;;337.1;18.3;42;;15.4;;;;;;;;;;;;;;;;;;;;;10.4;;5.1;
348675;1991;medium-grained felsic siliceous subalkaline magmatic plutonic rock;Link;Kalsbeek, Feiko;5;-51.097638;69.766221;Activation Laboratories Ltd.;1992;LIF;XRF;66.88;0.47;16.38;;3.72;;0.05;1.41;4.07;4.6;1.31;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348675;1991;medium-grained felsic siliceous subalkaline magmatic plutonic rock;Link;Kalsbeek, Feiko;5;-51.097638;69.766221;Activation Laboratories Ltd.;1992;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403957;1992;high-grade metamorphicsic siliceous fels;Link;Stendal, Henrik;41;-43.76711;60.5727;Activation Laboratories Ltd.;1992;AQR;ICP;;;;;;;-1.29;;;;;;;;;;;;;;;;-10000;4;37;;;;;;;;;;;;;;;-10000;-10000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
403957;1992;high-grade metamorphicsic siliceous fels;Link;Stendal, Henrik;10;-43.76711;60.5727;Activation Laboratories Ltd.;1992;NON;INAA;;;;11.19;;;;;11.19;2.17;;;;;;;;;33;;160;28;0;;197;;;3;0;0;0;0;;;;0;;;;0;;;0;0;;;0;150;9;23;;12;3.2;1.1;;0;;;;;2.4;0.4;2;0;0;;;0;;0;0;;;;0;0
443347;1996;high-grade metamorphic medium-grained felsic magmatic hypabyssal rock;Link;Thomassen, Bjørn;42;-43.92152;60.52435;Activation Laboratories Ltd.;1996;4AC;ICP;;0.28;17.21;;;;0.06;0.53;5.01;;1.83;0.2;;;0;;;;;25;;;3;308;29;;;;;;;1094;13;;;23;;;;0.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;0;;
443347;1996;high-grade metamorphic medium-grained felsic magmatic hypabyssal rock;Link;Thomassen, Bjørn;10;-43.92152;60.52435;Activation Laboratories Ltd.;1996;NON;INAA;;;;4.55;;;;;4.2;5.2;;;;;;;;;1.5;;6;2;0;;0;;;0;0;0;49;2100;;;;14;;;;0;;;0;0.9;;;0;230;53;77;;31;4.6;1.6;;0;;;;;0.7;0.2;7;0;0;;;0;;59;0;;;;8.7;25
328250;1986;;Link;Marker, Mogens K.;10;-51.872904;64.865336;Activation Laboratories Ltd.;1991;NON;INAA;;;;1.24;;;;;4.2;4.22;;;;;;;;;1.4;;0;32;0;;0;;;0;0;0;0;900;;;;0;;;;0;;;0;0;;;0;600;11;13;;9;0.2;0.7;;0;;;;;0.2;0;5;0;260;;;0;;0;0;;;;0;0
328250;1986;;Link;Marker, Mogens K.;7;-51.872904;64.865336;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;4.38;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328250;1986;;Link;Marker, Mogens K.;7;-51.872904;64.865336;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328250;1986;;Link;Marker, Mogens K.;7;-51.872904;64.865336;GEUS Rock Geochemical lab;;NAF;XRF;72.36;0.29;15.67;;0.33;;0.03;0.41;3.36;;0.79;0.03;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320439;1984;;Link;Knudsen, Christian;7;-51.674513;65.373466;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329960;1987;;Link;Appel, Peter;10;-51.553127;64.186492;Activation Laboratories Ltd.;1991;NON;INAA;;;;3.3;;;;;0;0.44;;;;;;;;;9.9;;12;12;0;;130;;;0;0;0;0;0;;;;0;;;;0;;;0;0.4;;;9;0;15;61;;12;4.3;1.1;;1.7;;;;;8.5;1.2;8;1;85;;;0;;7;0;;;;3.9;2.8
329960;1987;;Link;Appel, Peter;7;-51.553127;64.186492;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;0.15;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329960;1987;;Link;Appel, Peter;7;-51.553127;64.186492;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;3.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329960;1987;;Link;Appel, Peter;7;-51.553127;64.186492;GEUS Rock Geochemical lab;;NAF;XRF;60.61;0.67;13.82;;1.92;;0.1;9.01;0.81;;0.58;0.09;;;;;;;;113;14;;33;;186;;;;;;21;43;;0;;;;;;;;;;;;;;153;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329960;1987;;Link;Appel, Peter;7;-51.553127;64.186492;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
