Sample number;Sampling year;Rock description;Link to report;Collector;Batch;Longitude;Latitude;Laboratory;Treatment year;Sample preparation abbr;Analytical method abbr;SiO2 wt%;TiO2 wt%;Al2O3 wt%;Fe2O3 wt%;Fe2O3 wt%;FeO wt%;MnO wt%;MgO wt%;CaO wt%;Na2O wt%;K2O wt%;P2O5 wt%;C wt%;Li ppm;Be ppm;B ppm;S ppm;Cl wt%;Sc ppm;V ppm;Cr ppm;Co ppm;Ni ppm;Cu ppm;Zn ppm;Ga ppm;Ge ppm;As ppm;Se ppm;Br ppm;Rb ppm;Sr ppm;Y ppm;Zr ppm;Nb ppm;Mo ppm;Ru ppb;Rh ppb;Pd ppb;Ag ppm;Cd ppm;In ppm;Sn ppm;Sb ppm;Te ppm;I ppm;Cs ppm;Ba ppm;La ppm;Ce ppm;Pr ppm;Nd ppm;Sm ppm;Eu ppm;Gd ppm;Tb ppm;Dy ppm;Ho ppm;Er ppm;Tm ppm;Yb ppm;Lu ppm;Hf ppm;Ta ppm;W ppm;Re ppb;Os ppb;Ir ppb;Pt ppb;Au ppb;Hg ppm;Tl ppm;Pb ppm;Bi ppm;Th ppm;U ppm
257510;1982;;Link;Secher, Karsten;51;-51.47728;65.44173;Bondar-Clegg and Co. Ltd.;1991;AQR;AAS;;;;;;;;;;;;;;;-10000;;;;;;;483;20000;3010;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1;;;
257510;1982;;Link;Secher, Karsten;61;-51.47728;65.44173;Risø National Laboratory;1991;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;183;39;18;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257510;1982;;Link;Secher, Karsten;52;-51.47728;65.44173;Bondar-Clegg and Co. Ltd.;1991;FA;AAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;20;;;;;;
257510;1982;;Link;Secher, Karsten;1057;-51.47728;65.44173;Activation Laboratories Ltd.;2001;FA;ICP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.8;24;;;;;;
257510;1982;;Link;Secher, Karsten;65;-51.47728;65.44173;Risø National Laboratory;1991;NON;XPU;;0.07;;37.92;;;0.29;;6.1;;0;;;;;;;;;0;2865;;31173;2838;189;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;
343230;1986;;Link;Secher, Karsten;7;-47.84032;60.95673;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;3.08;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343230;1986;;Link;Secher, Karsten;7;-47.84032;60.95673;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;2.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343230;1986;;Link;Secher, Karsten;7;-47.84032;60.95673;GEUS Rock Geochemical lab;;NAF;XRF;56.78;0.86;16.33;;4.85;;0.16;2.35;11.35;;0.13;0.36;;;;;;;;194;18;;15;;7;;;;;;11;1081;;8;;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343230;1986;;Link;Secher, Karsten;7;-47.84032;60.95673;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283674;1985;;Link;Garde, Adam A.;10;-51.642207;64.56304;Activation Laboratories Ltd.;1991;NON;INAA;;;;8.61;;;;;8.4;4.02;;;;;;;;;21;;140;48;120;;99;;;0;0;0;0;0;;;;0;;;;0;;;0;0.3;;;0;0;9;17;;8;1.5;0.8;;0;;;;;1.4;0.3;1;0;120;;;0;;0;0;;;;0.8;0
283674;1985;;Link;Garde, Adam A.;7;-51.642207;64.56304;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;4.05;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283674;1985;;Link;Garde, Adam A.;7;-51.642207;64.56304;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;4.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283674;1985;;Link;Garde, Adam A.;7;-51.642207;64.56304;GEUS Rock Geochemical lab;;NAF;XRF;54.13;0.69;17.93;;3.53;;0.16;4.48;7.9;;0.61;0.11;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343166;1986;;Link;Secher, Karsten;7;-47.91647;61.11128;GEUS Rock Geochemical lab;;NAF;XRF;44.03;0.05;0.91;;0.21;;0.14;19.99;23.43;;0.03;0.1;;;;;;;;11;12;;10;;220;;;;;;1;98;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343166;1986;;Link;Secher, Karsten;7;-47.91647;61.11128;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353256;1987;;Link;Appel, Peter;59;-49.921137;64.739421;Copenhagen University Geology;1992;PWD;XRF;;;;;;;;;;;;;;;;;;-1;-1;-1;-1;-1;448;12;246;24;-1;;;-10000;33;141;10;26;4.4;-1;;;;;;;-1;;;-10000;-10000;-1;-10000;-10000;;-10000;;;;;;;;;;;;;-1;;;;;;;;5;;0;
353256;1987;;Link;Appel, Peter;55;-49.921137;64.739421;Bondar-Clegg and Co. Ltd.;1991;NON;INAA;;;;12.72;;;;;;0.49;;;;;;;;;21;;1200;83;490;;290;;;0;0;16;36;;;0;;41;;;;0;0;;0;0.6;0;;5;0;13;0;;;1.9;0;;0;;;;;0;0.5;0;0;3790;;;0;;0;;;;;0;0
353256;1987;;Link;Appel, Peter;7;-49.921137;64.739421;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;0.27;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353256;1987;;Link;Appel, Peter;7;-49.921137;64.739421;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;5.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353256;1987;;Link;Appel, Peter;7;-49.921137;64.739421;GEUS Rock Geochemical lab;;NAF;XRF;45.9;0.34;8.81;;3.49;;0.3;10.21;21.32;;0.2;0.06;;;;;;;;209;820;;460;;274;;;;;;35;120;;0;;;;;;;;;;;;;;169;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353256;1987;;Link;Appel, Peter;7;-49.921137;64.739421;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
412817;1994;low-grade metamorphic medium-grained intermediate magmatic plutonic rock;Link;Stendal, Henrik;42;-43.521484;60.96183;Activation Laboratories Ltd.;1994;4AC;ICP;;0.18;11.87;;;;0.04;0.58;3.16;;0.94;0.05;;;0;;;;;15;;;6;40;22;;;;;;;173;8;;;-10000;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;
412817;1994;low-grade metamorphic medium-grained intermediate magmatic plutonic rock;Link;Stendal, Henrik;10;-43.521484;60.96183;Activation Laboratories Ltd.;1994;NON;INAA;;;;2.6;;;;;4.2;3.71;;;;;;;;;7.7;;0;3;0;;0;;;6.4;0;0;0;0;;;;0;;;;0;;;0;0.3;;;1;200;7.9;13;;0;1;0.3;;0;;;;;1.4;0.3;3;0;9;;;0;;13;0;;;;9.3;4.6
431661;1995;high-grade metamorphic medium-grained ultramafic rock;Link;Manatschal, Gianreto;6;-50.658931;67.834569;Activation Laboratories Ltd.;1996;NON;INAA;;;;11.55;;;;;3.08;0.17;;;;;;;;;4;;9100;133;2460;;135;;;7;0;2.9;0;0;;;;0;;;;0;;;;0.6;;;0;0;1.1;3;0.3;1;0.3;0.1;0.3;0.1;0.3;0.1;0.2;0;0.2;0;0;0;2;;;0;;0;0;;;;0.2;0
431661;1995;high-grade metamorphic medium-grained ultramafic rock;Link;Manatschal, Gianreto;7;-50.658931;67.834569;GEUS Rock Geochemical lab;1996;NAF;AAS;;;;;;;;;;0.37;;;;;;;;;;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431661;1995;high-grade metamorphic medium-grained ultramafic rock;Link;Manatschal, Gianreto;7;-50.658931;67.834569;GEUS Rock Geochemical lab;1996;NAF;TIT;;;;;;8.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431661;1995;high-grade metamorphic medium-grained ultramafic rock;Link;Manatschal, Gianreto;7;-50.658931;67.834569;GEUS Rock Geochemical lab;1996;NAF;XRF;40.74;0.05;1.31;;1.35;;0.15;39.23;2.55;;0.02;0.01;;;;;;;;45;11236;;2579.6;;118.2;;;;;;0;16.6;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
431661;1995;high-grade metamorphic medium-grained ultramafic rock;Link;Manatschal, Gianreto;7;-50.658931;67.834569;GEUS Rock Geochemical lab;1996;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289142;1983;;Link;Garde, Adam A.;7;-51.43273;64.867209;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;2.7;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289142;1983;;Link;Garde, Adam A.;7;-51.43273;64.867209;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;3.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289142;1983;;Link;Garde, Adam A.;7;-51.43273;64.867209;GEUS Rock Geochemical lab;;NAF;XRF;59.94;0.47;14.27;;1.62;;0.13;3.41;11.38;;0.41;0.13;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289142;1983;;Link;Garde, Adam A.;7;-51.43273;64.867209;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360992;1991;high-grade metamorphic medium-grained intermediate magmatic plutonic rock grey gneiss;Link;Steenfelt, Agnete;9;-50.47831;70.136477;Copenhagen University Geology;1992;PWD;XRF;;;;;;;;;;;;;;;;;;;8.1;44;16.4;10.1;9.6;6.6;69.2;15.2;;;;;80.2;252.8;13.2;123.4;6.3;;;;;;;;;;;;;784.3;23.5;55.1;;18.5;;;;;;;;;;;;;;;;;;;;;13.5;;8.7;
360992;1991;high-grade metamorphic medium-grained intermediate magmatic plutonic rock grey gneiss;Link;Steenfelt, Agnete;4;-50.47831;70.136477;Activation Laboratories Ltd.;1991;NON;INAA;;;;2.65;;;;;4.2;3.41;;;;;;;;;6.7;;0;7;0;;0;;;0;0;0;58;900;;;;0;;;;0;;;0;0;;;0;510;21;44;;11;2.2;0.6;;0;;;;;1.2;0.2;4;0;0;;;0;;0;0;;;;6;0
360992;1991;high-grade metamorphic medium-grained intermediate magmatic plutonic rock grey gneiss;Link;Steenfelt, Agnete;5;-50.47831;70.136477;Activation Laboratories Ltd.;1992;LIF;XRF;70.47;0.36;14.57;;3.35;;0.05;1.06;3.22;4.03;1.97;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360992;1991;high-grade metamorphic medium-grained intermediate magmatic plutonic rock grey gneiss;Link;Steenfelt, Agnete;5;-50.47831;70.136477;Activation Laboratories Ltd.;1992;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289444;1981;amphibolite;Link;Steenfelt, Agnete;22;-50.485186;64.655334;Risø National Laboratory;1991;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;71;21;28;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289444;1981;amphibolite;Link;Steenfelt, Agnete;21;-50.485186;64.655334;Risø National Laboratory;1991;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.9
289444;1981;amphibolite;Link;Steenfelt, Agnete;18;-50.485186;64.655334;Risø National Laboratory;1991;NON;XPU;;0.48;;11.24;;;0.17;;10.51;;0.69;;;;;;;;;0;634;;119;71;368;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;
289178;1983;;Link;Garde, Adam A.;7;-51.167505;64.830941;GEUS Rock Geochemical lab;;NAF;AAS;;;;;;;;;;3.48;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289178;1983;;Link;Garde, Adam A.;7;-51.167505;64.830941;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289178;1983;;Link;Garde, Adam A.;7;-51.167505;64.830941;GEUS Rock Geochemical lab;;NAF;XRF;72.74;0.19;14.5;;0.2;;0.01;0.47;1.68;;4.35;0.05;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289178;1983;;Link;Garde, Adam A.;7;-51.167505;64.830941;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244197;1979;;Link;Haimi, M.;22;-45.6564;60.93215;Risø National Laboratory;1999;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;749;189;562;6148;1163;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244197;1979;;Link;Haimi, M.;21;-45.6564;60.93215;Risø National Laboratory;1999;NON;DNC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.2
244197;1979;;Link;Haimi, M.;18;-45.6564;60.93215;Risø National Laboratory;1999;NON;XPU;;0.65;;10.39;;;0.19;;2.32;;5.26;;;;;;;;;66;133;;96;98;376;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;;;
248354;1979;;Link;Tukiainen, Tapani;22;-47.95963;60.74445;Risø National Laboratory;1999;NON;XCD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;543;478;6112;17482;2565;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341480;1987;;Link;Knudsen, Christian;7;-50.135564;69.779864;GEUS Rock Geochemical lab;;NAF;TIT;;;;;;6.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341480;1987;;Link;Knudsen, Christian;7;-50.135564;69.779864;GEUS Rock Geochemical lab;;NAF;XRF;38.57;0.5;9.13;;0.27;;0.14;9.87;11.94;;1.09;0.43;;;;;;;;-1;-1;;-1;;-1;;;;;;-1;-1;;-1;;;;;;;;;;;;;;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341480;1987;;Link;Knudsen, Christian;7;-50.135564;69.779864;GEUS Rock Geochemical lab;;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482035;2006;high-grade metamorphic heterogeneous felsic rock;Link;Nielsen, Bo Møller;310;-51.489739;64.92943;Activation Laboratories Ltd.;2006;4AC;ICP;;;;;;;;;;;;;;;;;30;;;;;;5;7;10;;;;;;;;;;;;;;;-0.5;-0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;-2;;
482035;2006;high-grade metamorphic heterogeneous felsic rock;Link;Nielsen, Bo Møller;311;-51.489739;64.92943;Activation Laboratories Ltd.;2006;LIF;ICP;74.69;0.06;14.15;;0.67;;-0.01;0.16;0.43;8.22;0.16;0.01;;;-1;;;;;5;;;;;;;;;;;;113;4;68;;;;;;;;;;;;;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482035;2006;high-grade metamorphic heterogeneous felsic rock;Link;Nielsen, Bo Møller;311;-51.489739;64.92943;Activation Laboratories Ltd.;2006;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482035;2006;high-grade metamorphic heterogeneous felsic rock;Link;Nielsen, Bo Møller;333;-51.489739;64.92943;Activation Laboratories Ltd.;2007;LIF;ICP;;;;;;;;;;;;;;;;;;;;5;-20;-1;-20;-10;-30;16;0.6;-5;;;2;114;3.8;60;4.3;-2;;;;-0.5;;-0.1;-1;0.9;;;-0.1;46;2.4;4.9;0.6;2.7;0.8;0.1;0.9;0.2;1;0.1;0.4;0.1;0.3;0;4.3;1;-0.5;;;;;;;-0.1;-5;0.3;5.5;0.4
482035;2006;high-grade metamorphic heterogeneous felsic rock;Link;Nielsen, Bo Møller;309;-51.489739;64.92943;Activation Laboratories Ltd.;2006;NON;INAA;;;;0.57;;;;;;6.85;;;;;;;;;1.1;;7;-1;;;;;;-2;-3;10;-20;;;;;-5;;;;;;;;-0.2;;;-0.5;250;2.6;5;;-5;0.8;-0.1;;-0.5;;;;;0.4;0.1;4;-1;-3;;;-5;;-5;-1;;;;2.9;-0.5
482039;2006;high-grade metamorphic fine-grained mafic rock;Link;Nielsen, Bo Møller;310;-51.508049;64.92237;Activation Laboratories Ltd.;2006;4AC;ICP;;;;;;;;;;;;;;;;;28400;;;;;;390;700;92;;;;;;;;;;;;;;;-0.5;-0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;16;;
482039;2006;high-grade metamorphic fine-grained mafic rock;Link;Nielsen, Bo Møller;311;-51.508049;64.92237;Activation Laboratories Ltd.;2006;LIF;ICP;47.58;0.56;13.72;;12.85;;0.19;8.08;10.58;2.34;0.24;0.03;;;-1;;;;;261;;;;;;;;;;;;95;13;24;;;;;;;;;;;;;;67;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482039;2006;high-grade metamorphic fine-grained mafic rock;Link;Nielsen, Bo Møller;311;-51.508049;64.92237;Activation Laboratories Ltd.;2006;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482039;2006;high-grade metamorphic fine-grained mafic rock;Link;Nielsen, Bo Møller;309;-51.508049;64.92237;Activation Laboratories Ltd.;2006;NON;INAA;;;;13.51;;;;;;2.2;;;;;;;;;45;;617;105;;;;;;-2;-3;-1;-20;;;;;8;;;;;;;;-0.2;;;-0.5;210;3.9;14;;-5;1.8;0.5;;-0.5;;;;;1.8;0.3;1.1;-1;-3;;;-5;;13;-1;;;;-0.5;-0.5
482044;2006;high-grade metamorphic heterogeneous mafic rock;Link;Nielsen, Bo Møller;310;-51.275755;64.98786;Activation Laboratories Ltd.;2006;4AC;ICP;;;;;;;;;;;;;;;;;148000;;;;;;150;83;54;;;;;;;;;;;;;;;1;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;21;;
482044;2006;high-grade metamorphic heterogeneous mafic rock;Link;Nielsen, Bo Møller;311;-51.275755;64.98786;Activation Laboratories Ltd.;2006;LIF;ICP;51.74;0.45;12.36;;14.39;;0.06;1.39;3.22;4;1.32;-0.01;;;-1;;;;;68;;;;;;;;;;;;213;6;354;;;;;;;;;;;;;;644;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482044;2006;high-grade metamorphic heterogeneous mafic rock;Link;Nielsen, Bo Møller;311;-51.275755;64.98786;Activation Laboratories Ltd.;2006;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
482044;2006;high-grade metamorphic heterogeneous mafic rock;Link;Nielsen, Bo Møller;309;-51.275755;64.98786;Activation Laboratories Ltd.;2006;NON;INAA;;;;19.02;;;;;;3.48;;;;;;;;;8.2;;44;60;;;;;;8;14;2;40;;;;;-5;;;;;;;;1.7;;;-0.5;480;9.3;18;;14;1.4;0.7;;-0.5;;;;;0.6;0.1;6.8;-1;-3;;;-5;;-5;-1;;;;-0.5;-0.5
491713;2003;medium-grained ultramafic alkaline magmatic hypabyssal rock;Link;Jensen, Sven Monrad;239;-51.99619;65.221947;GEUS Rock Geochemical lab;2003;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491718;2003;medium-grained ultramafic alkaline magmatic hypabyssal rock;Link;Jensen, Sven Monrad;239;-51.999828;65.221497;GEUS Rock Geochemical lab;2003;NAF;AAS;;;;;;;;;;0.09;;;;;;;;;;;;;;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491718;2003;medium-grained ultramafic alkaline magmatic hypabyssal rock;Link;Jensen, Sven Monrad;239;-51.999828;65.221497;GEUS Rock Geochemical lab;2003;NAF;TIT;;;;;;6.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491718;2003;medium-grained ultramafic alkaline magmatic hypabyssal rock;Link;Jensen, Sven Monrad;239;-51.999828;65.221497;GEUS Rock Geochemical lab;2003;NAF;XRF;25.21;3.53;1.4;;3.93;;0.2;32.95;10.42;;0.29;0.55;;;;;;;;232;1519;;1137;;79;;;;;;0;889;;58;;;;;;;;;;;;;;1374;;;;;;;;;;;;;;;;;;;;;;;;;;;;
491718;2003;medium-grained ultramafic alkaline magmatic hypabyssal rock;Link;Jensen, Sven Monrad;239;-51.999828;65.221497;GEUS Rock Geochemical lab;2003;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
466088;1999;high-grade metamorphic medium-grained intermediate magmatic hypabyssal rock;Link;Appel, Peter;1032;-50.162775;65.137591;Activation Laboratories Ltd.;1999;4AC;ICP;;0.3;7.82;;;;0.14;7.49;6.28;;0.13;0.08;;;-2;;1500;;;106;;;300;112;52;;;;;;;55;13;;;4;;;;-0.4;-0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5;-5;;
466088;1999;high-grade metamorphic medium-grained intermediate magmatic hypabyssal rock;Link;Appel, Peter;1031;-50.162775;65.137591;Activation Laboratories Ltd.;1999;NON;INAA;;;;7.46;;;;;7;1.55;;;;;;;;;16.8;;417;40;368;;73;;;1.9;-3;-0.5;-15;-500;;;;6;;;;-5;;;-100;0.1;;;-1;-50;4.9;11;;-5;1.6;0.5;;-0.5;;;;;1.5;0.2;1;-0.5;-1;;;-5;;-2;-1;;;;-0.2;-0.5
483849;2004;;Link;Jensen, Sven Monrad;247;-51.675664;65.297172;GEUS Rock Geochemical lab;2005;NAF;AAS;;;;;;;;;;0.06;;;;;;;;;;;;;;103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483849;2004;;Link;Jensen, Sven Monrad;247;-51.675664;65.297172;GEUS Rock Geochemical lab;2005;NAF;TIT;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483849;2004;;Link;Jensen, Sven Monrad;247;-51.675664;65.297172;GEUS Rock Geochemical lab;2005;NAF;XRF;23.77;3.18;1.73;;6.22;;0.21;31.56;6.89;;0.54;0.35;;;;;;;;163;1816;;1132;;63;;;;;;9;1459;;153;;;;;;;;;;;;;;1447;;;;;;;;;;;;;;;;;;;;;;;;;;;;
483849;2004;;Link;Jensen, Sven Monrad;247;-51.675664;65.297172;GEUS Rock Geochemical lab;2005;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
484511;2004;;Link;Coller, Dave;203;-51.04856;64.4373;Activation Laboratories Ltd.;2004;4AC;ICP;;0.48;8.5;;;;0.25;9.78;9.3;;0.14;0.42;;;-1;;1860;;;176;;;134;83;106;;;;;;;95;22;;;-1;;;;0.5;-0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;2;;
484511;2004;;Link;Coller, Dave;202;-51.04856;64.4373;Activation Laboratories Ltd.;2004;NON;INAA;;;;7.53;;;;;8.4;1.58;;;;;;;;;17.4;;476;31;138;;110;;;5.6;-3;-0.5;-15;-500;;;;-1;;;;-5;;;-100;-0.1;;;-1;-50;14.2;30;;12;2.9;0.9;;0.8;;;;;2;0.3;2;-0.5;11;;;-5;;4;-1;;;;2.6;-0.5
497657;2005;high-grade metamorphic medium-grained intermediate rock;Link;Andreasen, Britt;294;-51.129915;64.6577;Activation Laboratories Ltd.;2006;4AC;ICP;;0.37;5.99;;;;0.07;3.07;1.25;;3.7;0.02;;;2;;20100;;;60;;;37;79;608;;;;;;;75;5;;;6;;;;1;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;7;;
497657;2005;high-grade metamorphic medium-grained intermediate rock;Link;Andreasen, Britt;293;-51.129915;64.6577;Activation Laboratories Ltd.;2006;NON;INAA;;;;6.86;;;;;;1.77;;;;;;;;;2.2;;71;12;;;;;;1.8;-3;5.5;132;;;;;;;;;;;;-100;-0.1;;;2;1250;17.1;33;;11;2.4;0.6;;-0.5;;;;;0.6;0.1;5;3.7;3;;;-5;;28;-1;;;;8.2;1.4
493268;2005;high-grade metamorphic volcanic-sedimentary rock;Link;Dorland, Herman;269;-51.087278;64.412833;Activation Laboratories Ltd.;2005;NON;IGN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
